name,country,latitude,longitude,population,elevation,elevation_feet,elevation_source,elevation_confidence,source,distance_km_to_alps,airport_confidence_pct,airport_error,airport_nearest_iata,airport_nearest_icao,airport_nearest_latitude,airport_nearest_longitude,airport_nearest_name,airport_reasoning,driving_confidence_pct,driving_error,driving_km_to_airport,driving_km_to_hospital,driving_reasoning,driving_time_minutes_to_airport,driving_time_minutes_to_hospital,hospital_confidence_pct,hospital_error,hospital_in_city,hospital_in_city_or_nearby,hospital_nearest_latitude,hospital_nearest_longitude,hospital_nearest_name,hospital_reasoning,nearest_hospital_km
Siegsdorf,AT,47.82278,12.64277,8230,604.0,1981.6,open_elevation,0.85,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,35.15,7.019,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.642770,47.822780;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",25.8,9.9,80,,no,yes,47.8739668,12.632203,Klinikum Traunstein,No OSM hospital within 3.0 km of centroid; nearest 5.75 km,5.75
Tirano,IT,46.21482,10.16335,8348,421.0,1381.2,opentopo,0.9,geonames,0.0,90,,BGY,LIME,45.670725,9.709223,Milan Bergamo Airport / Antonio Locatelli Air Base,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,125.888,1.245,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/10.163350,46.214820;9.709223,45.670725?overview=false&annotations=duration,distance&alternatives=false",141.0,2.8,95,,yes,yes,46.2185556,10.1688097,Presidio socio sanitario territoriale di Tirano,OSM hospital within 3.0 km of centroid (nearest 0.59 km),0.59
Hausham,AT,47.7466,11.84069,8177,770.0,2526.2,open_elevation,0.85,geonames,0.0,90,,MUC,EDDM,48.353802,11.7861,Munich Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,91.721,3.859,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.840690,47.746600;11.786100,48.353802?overview=false&annotations=duration,distance&alternatives=false",64.6,7.0,95,,yes,yes,47.7677815,11.8271574,Krankenhaus Agatharied,OSM hospital within 3.0 km of centroid (nearest 2.56 km),2.56
Aviano,IT,46.07056,12.59472,8225,158.0,518.4,open_elevation,0.85,geonames,0.0,90,,VCE,LIPZ,45.505299,12.3519,Venice Marco Polo Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,86.042,4.414,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.594720,46.070560;12.351900,45.505299?overview=false&annotations=duration,distance&alternatives=false",69.1,7.0,80,,no,yes,46.0631968,12.5636094,CRO - Centro di Riferimento Oncologico,No OSM hospital within 3.0 km of centroid; nearest 2.54 km,2.54
Évian-les-Bains,FR,46.40111,6.58793,8207,375.0,1230.3,opentopo,0.9,geonames,0.0,90,,NCY,LFLP,45.928947,6.0987,Annecy Meythet airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,87.65,0.388,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.587930,46.401110;6.098700,45.928947?overview=false&annotations=duration,distance&alternatives=false",76.0,1.2,95,,yes,yes,46.3990614,6.5855286,Centre de médico-psychologie infantile d'Évian,OSM hospital within 3.0 km of centroid (nearest 0.29 km),0.29
Villach-Innere Stadt,AT,46.61275,13.84638,8189,503.0,1650.3,open_elevation,0.85,geonames,0.0,90,,KLU,LOWK,46.642502,14.3377,Klagenfurt Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,43.448,2.385,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/13.846380,46.612750;14.337700,46.642502?overview=false&annotations=duration,distance&alternatives=false",38.7,5.2,95,,yes,yes,46.6156342,13.8575407,Landeskrankenhaus Villach,OSM hospital within 3.0 km of centroid (nearest 0.91 km),0.91
Zirl,AT,47.2741,11.23961,8162,633.0,2076.8,opentopo,0.9,geonames,0.0,90,,INN,LOWI,47.260201,11.344,Innsbruck Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,8.861,4.043,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.239610,47.274100;11.344000,47.260201?overview=false&annotations=duration,distance&alternatives=false",9.0,10.6,95,,yes,yes,47.2836521,11.2445249,Landeskrankenhaus Hochzirl,OSM hospital within 3.0 km of centroid (nearest 1.12 km),1.12
Laveno-Mombello,IT,45.90888,8.62036,8130,200.0,656.2,open_elevation,0.85,geonames,0.0,90,,LUG,LSZA,46.004299,8.91058,Lugano Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,36.55,0.476,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/8.620360,45.908880;8.910580,46.004299?overview=false&annotations=duration,distance&alternatives=false",52.6,1.3,95,,yes,yes,45.9073949,8.6227494,ASST Sette Laghi - Casa di Comunità di Laveno Mombello,OSM hospital within 3.0 km of centroid (nearest 0.25 km),0.25
Claix,FR,45.11994,5.67292,8127,283.0,928.5,open_elevation,0.85,geonames,0.0,90,,GNB,LFLS,45.3629,5.32937,Grenoble Alpes Isère Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,53.032,6.146,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.672920,45.119940;5.329370,45.362900?overview=false&annotations=duration,distance&alternatives=false",41.7,8.0,80,,no,yes,45.1453184,5.7066865,Hôpital de Jour Adultes Cassiopée,No OSM hospital within 3.0 km of centroid; nearest 3.87 km,3.87
Bourg-Saint-Maurice,IT,45.61463,6.76845,8114,833.0,2732.9,opentopo,0.9,geonames,0.0,90,,CMF,LFLB,45.6381,5.88023,Chambéry Aix les Bains airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,111.772,0.791,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.768450,45.614630;5.880230,45.638100?overview=false&annotations=duration,distance&alternatives=false",96.2,2.4,95,,yes,yes,45.6163587,6.763883,Multipole de Santé de Montagne,OSM hospital within 3.0 km of centroid (nearest 0.40 km),0.4
Tolmezzo,IT,46.39996,13.02051,8078,312.0,1023.6,open_elevation,0.85,geonames,0.0,90,,TRS,LIPQ,45.827499,13.4722,Trieste–Friuli Venezia Giulia Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,88.366,2.996,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/13.020510,46.399960;13.472200,45.827499?overview=false&annotations=duration,distance&alternatives=false",62.4,5.3,95,,yes,yes,46.4059041,13.0060995,Ospedale Civile Sant’Antonio Abate di Tolmezzo,OSM hospital within 3.0 km of centroid (nearest 1.29 km),1.29
Piovene Rocchette,IT,45.75601,11.43273,8069,255.0,836.6,opentopo,0.9,geonames,0.0,90,,VCE,LIPZ,45.505299,12.3519,Venice Marco Polo Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,104.156,0.964,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.432730,45.756010;12.351900,45.505299?overview=false&annotations=duration,distance&alternatives=false",72.9,2.0,95,,yes,yes,45.762295,11.4317616,Distretto sanitario,OSM hospital within 3.0 km of centroid (nearest 0.70 km),0.7
Dietmannsried,DE,47.80787,10.28948,8044,678.0,2224.4,open_elevation,0.85,geonames,0.0,90,,FMM,EDJA,47.988800048799995,10.2395000458,Memmingen Allgau Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,35.521,14.058,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/10.289480,47.807870;10.239500,47.988800?overview=false&annotations=duration,distance&alternatives=false",27.2,12.8,80,,no,yes,47.7324861,10.3025829,Klinikum Kempten-Oberallgäu,No OSM hospital within 3.0 km of centroid; nearest 8.44 km,8.44
Clusone,IT,45.88663,9.94646,8032,601.0,1971.8,opentopo,0.9,geonames,0.0,90,,BGY,LIME,45.670725,9.709223,Milan Bergamo Airport / Antonio Locatelli Air Base,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,38.263,5.224,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.946460,45.886630;9.709223,45.670725?overview=false&annotations=duration,distance&alternatives=false",42.5,8.5,80,,no,yes,45.8887294,9.9188891,Ospedale di Piario,No OSM hospital within 3.0 km of centroid; nearest 2.15 km,2.15
Mittenwald,AT,47.4422,11.26187,7996,916.0,3005.2,open_elevation,0.85,geonames,0.0,90,,INN,LOWI,47.260201,11.344,Innsbruck Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,33.062,15.665,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.261870,47.442200;11.344000,47.260201?overview=false&annotations=duration,distance&alternatives=false",31.5,16.3,80,,no,yes,47.4833911,11.1279272,Klinikum Garmisch-Partenkirchen,No OSM hospital within 3.0 km of centroid; nearest 11.06 km,11.06
Höchst,AT,47.45934,9.6405,7995,402.0,1318.9,open_elevation,0.85,geonames,0.0,90,,ACH,LSZR,47.485001,9.56077,Sankt Gallen Altenrhein Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,10.296,11.279,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.640500,47.459340;9.560770,47.485001?overview=false&annotations=duration,distance&alternatives=false",9.3,15.8,80,,no,yes,47.4425154,9.5315038,Medizinisches Ambulatorium,No OSM hospital within 3.0 km of centroid; nearest 8.41 km,8.41
Vizille,FR,45.07819,5.77074,7962,277.0,908.8,opentopo,0.9,geonames,0.0,90,,GNB,LFLS,45.3629,5.32937,Grenoble Alpes Isère Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,60.245,16.909,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.770740,45.078190;5.329370,45.362900?overview=false&annotations=duration,distance&alternatives=false",48.5,18.4,80,,no,yes,45.1484401,5.7318673,CHU Grenoble Alpes - site Sud,No OSM hospital within 3.0 km of centroid; nearest 8.39 km,8.39
Levico Terme,IT,46.01217,11.30427,6171,518.0,1699.5,open_elevation,0.85,geonames,0.0,90,,BZO,LIPB,46.460201,11.3264,Bolzano Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,76.264,10.55,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.304270,46.012170;11.326400,46.460201?overview=false&annotations=duration,distance&alternatives=false",60.6,13.4,80,,no,yes,46.0645264,11.2489497,Ospedale Riabilitativo Villa Rosa,No OSM hospital within 3.0 km of centroid; nearest 7.22 km,7.22
Ponte nelle Alpi,IT,46.18083,12.28333,7913,398.0,1305.8,opentopo,0.9,geonames,0.0,90,,VCE,LIPZ,45.505299,12.3519,Venice Marco Polo Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,89.329,3.348,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.283330,46.180830;12.351900,45.505299?overview=false&annotations=duration,distance&alternatives=false",61.0,4.5,80,,no,yes,46.1680808,12.2493895,Servizio Antincendio Aeroporto di Belluno LIDB,No OSM hospital within 3.0 km of centroid; nearest 2.97 km,2.97
Vigliano Biellese,IT,45.56317,8.10509,7898,322.0,1056.4,open_elevation,0.85,geonames,0.0,90,,TRN,LIMF,45.200802,7.64963,Turin Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,86.37,5.94,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/8.105090,45.563170;7.649630,45.200802?overview=false&annotations=duration,distance&alternatives=false",68.1,7.7,80,,no,yes,45.5432058,8.0628124,Nuovo Ospedale degli Infermi,No OSM hospital within 3.0 km of centroid; nearest 3.97 km,3.97
Farra di Soligo,IT,45.90528,12.12444,7892,163.0,534.8,open_elevation,0.85,geonames,0.0,90,,TSF,LIPH,45.648399,12.1944,Treviso Antonio Canova Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,40.925,5.046,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.124440,45.905280;12.194400,45.648399?overview=false&annotations=duration,distance&alternatives=false",51.1,6.4,80,,no,yes,45.8986738,12.1758499,,No OSM hospital within 3.0 km of centroid; nearest 4.05 km,4.05
Pfronten,DE,47.5822,10.54962,7890,857.0,2811.7,opentopo,0.9,geonames,0.0,90,,FMM,EDJA,47.988800048799995,10.2395000458,Memmingen Allgau Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,72.042,1.548,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/10.549620,47.582200;10.239500,47.988800?overview=false&annotations=duration,distance&alternatives=false",53.3,3.7,95,,yes,yes,47.5843258,10.5560213,St. Vinzenz Klinik,OSM hospital within 3.0 km of centroid (nearest 0.54 km),0.54
Moirans,FR,45.3314,5.55432,7886,242.0,794.0,open_elevation,0.85,geonames,0.0,90,,GNB,LFLS,45.3629,5.32937,Grenoble Alpes Isère Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,20.568,1.914,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.554320,45.331400;5.329370,45.362900?overview=false&annotations=duration,distance&alternatives=false",21.3,4.3,95,,yes,yes,45.3233757,5.562283,Maison médicale,OSM hospital within 3.0 km of centroid (nearest 1.09 km),1.09
Wattens,AT,47.29419,11.5907,7881,553.0,1814.3,opentopo,0.9,geonames,0.0,90,,INN,LOWI,47.260201,11.344,Innsbruck Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,25.148,9.861,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.590700,47.294190;11.344000,47.260201?overview=false&annotations=duration,distance&alternatives=false",20.3,10.6,80,,no,yes,47.2838691,11.5142079,Landeskrankenhaus Hall,No OSM hospital within 3.0 km of centroid; nearest 5.88 km,5.88
Berchtesgaden,AT,47.63236,13.00187,7698,572.0,1876.6,open_elevation,0.85,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,27.049,0.293,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/13.001870,47.632360;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",28.0,0.7,95,,yes,yes,47.629768,13.000686,MVZ,OSM hospital within 3.0 km of centroid (nearest 0.30 km),0.3
Landeck,AT,47.13988,10.56593,7725,786.0,2578.7,opentopo,0.9,geonames,0.0,90,,INN,LOWI,47.260201,11.344,Innsbruck Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,69.675,4.242,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/10.565930,47.139880;11.344000,47.260201?overview=false&annotations=duration,distance&alternatives=false",50.8,7.9,80,,no,yes,47.16121,10.5934954,Krankenhaus St. Vinzenz Zams,No OSM hospital within 3.0 km of centroid; nearest 3.16 km,3.16
Ugine,FR,45.75571,6.41503,7703,458.0,1502.6,open_elevation,0.85,geonames,0.0,90,,NCY,LFLP,45.928947,6.0987,Annecy Meythet airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,43.331,12.632,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.415030,45.755710;6.098700,45.928947?overview=false&annotations=duration,distance&alternatives=false",52.4,15.3,80,,no,yes,45.6685034,6.3692722,"Centre hospitalier ""L'Arlandaz"" d'Albertville-Moûtiers",No OSM hospital within 3.0 km of centroid; nearest 10.33 km,10.33
Sisteron,FR,44.19002,5.94643,7605,483.0,1584.6,open_elevation,0.85,geonames,0.0,90,,MRS,LFML,43.438088,5.2125,Marseille Provence Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,128.904,0.483,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.946430,44.190020;5.212500,43.438088?overview=false&annotations=duration,distance&alternatives=false",94.9,1.5,95,,yes,yes,44.1929536,5.9438077,Centre hospitalier intercommunal des Alpes du Sud,OSM hospital within 3.0 km of centroid (nearest 0.39 km),0.39
Tullins,FR,45.30239,5.49077,7689,204.0,669.3,opentopo,0.9,geonames,0.0,90,,GNB,LFLS,45.3629,5.32937,Grenoble Alpes Isère Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,20.976,0.696,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.490770,45.302390;5.329370,45.362900?overview=false&annotations=duration,distance&alternatives=false",22.6,1.7,95,,yes,yes,45.3028444,5.4886472,Centre hospitalier Michel Perret,OSM hospital within 3.0 km of centroid (nearest 0.17 km),0.17
Arcisate,IT,45.85578,8.86823,7645,381.0,1250.0,open_elevation,0.85,geonames,0.0,90,,LUG,LSZA,46.004299,8.91058,Lugano Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,34.129,1.373,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/8.868230,45.855780;8.910580,46.004299?overview=false&annotations=duration,distance&alternatives=false",38.0,3.2,95,,yes,yes,45.8590102,8.8569834,Protezione Civile della Comunità Montana del Piambello,OSM hospital within 3.0 km of centroid (nearest 0.94 km),0.94
Saint-Marcellin,FR,45.14914,5.31673,7592,283.0,928.5,opentopo,0.9,geonames,0.0,90,,GNB,LFLS,45.3629,5.32937,Grenoble Alpes Isère Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,28.048,1.07,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.316730,45.149140;5.329370,45.362900?overview=false&annotations=duration,distance&alternatives=false",35.4,2.7,95,,yes,yes,45.1528097,5.3229531,Centre hospitalier de Saint-Marcellin,OSM hospital within 3.0 km of centroid (nearest 0.64 km),0.64
Maderno,IT,45.6405622,10.6067422,7554,91.0,298.6,open_elevation,0.85,osm,0.0,90,,VBS,LIPO,45.428902,10.3306,Brescia Gabriele d'Annunzio Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,44.129,4.038,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/10.606742,45.640562;10.330600,45.428902?overview=false&annotations=duration,distance&alternatives=false",58.4,6.8,80,,no,yes,45.6251561,10.5733463,Casa di Cura Villa Gemma,No OSM hospital within 3.0 km of centroid; nearest 3.11 km,3.11
Bischofswiesen,DE,47.63115,12.98305,7535,623.0,2044.0,open_elevation,0.85,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,30.08,2.197,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.983050,47.631150;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",31.9,4.7,95,,yes,yes,47.629768,13.000686,MVZ,OSM hospital within 3.0 km of centroid (nearest 1.33 km),1.33
Bovezzo,IT,45.58998,10.24184,7469,189.0,620.1,opentopo,0.9,geonames,0.0,90,,BGY,LIME,45.670725,9.709223,Milan Bergamo Airport / Antonio Locatelli Air Base,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,53.439,4.851,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/10.241840,45.589980;9.709223,45.670725?overview=false&annotations=duration,distance&alternatives=false",43.1,9.1,95,,yes,yes,45.5637837,10.2449366,Nikolajewka,OSM hospital within 3.0 km of centroid (nearest 2.92 km),2.92
Peymeinade,FR,43.64244,6.87583,7465,211.0,692.3,open_elevation,0.85,geonames,0.0,90,,NCE,LFMN,43.658401,7.21587,Nice-Côte d'Azur Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,42.727,6.388,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.875830,43.642440;7.215870,43.658401?overview=false&annotations=duration,distance&alternatives=false",52.5,11.5,80,,no,yes,43.6494555,6.9151003,CH de Grasse - Site du Petit Paris,No OSM hospital within 3.0 km of centroid; nearest 3.25 km,3.25
Bad Endorf,DE,47.90901,12.29795,7465,524.0,1719.2,opentopo,0.9,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,68.039,1.169,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.297950,47.909010;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",50.8,3.0,95,,yes,yes,47.9018983,12.297696,Simsseeklinik Bad Endorf,OSM hospital within 3.0 km of centroid (nearest 0.79 km),0.79
Bischofshofen,AT,47.41667,13.21667,7457,553.0,1814.3,open_elevation,0.85,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,51.918,15.935,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/13.216670,47.416670;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",40.2,17.9,80,,no,yes,47.3322531,13.1609612,Landesklinik St. Veit,No OSM hospital within 3.0 km of centroid; nearest 10.28 km,10.28
Sankt Ruprecht,AT,46.6,14.31667,7442,435.0,1427.2,open_elevation,0.85,geonames,0.0,90,,KLU,LOWK,46.642502,14.3377,Klagenfurt Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,6.796,3.593,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/14.316670,46.600000;14.337700,46.642502?overview=false&annotations=duration,distance&alternatives=false",11.7,7.1,95,,yes,yes,46.6182386,14.2961352,Unfallkrankenhaus,OSM hospital within 3.0 km of centroid (nearest 2.56 km),2.56
Villongo,IT,45.66939,9.93076,7436,223.0,731.6,opentopo,0.9,geonames,0.0,90,,BGY,LIME,45.670725,9.709223,Milan Bergamo Airport / Antonio Locatelli Air Base,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,22.537,3.144,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.930760,45.669390;9.709223,45.670725?overview=false&annotations=duration,distance&alternatives=false",25.6,4.4,95,,yes,yes,45.6689016,9.9544929,Ospedale di Sarnico,OSM hospital within 3.0 km of centroid (nearest 1.84 km),1.84
Seyssins,FR,45.16224,5.68673,7408,284.0,931.8,open_elevation,0.85,geonames,0.0,90,,GNB,LFLS,45.3629,5.32937,Grenoble Alpes Isère Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,49.617,4.548,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.686730,45.162240;5.329370,45.362900?overview=false&annotations=duration,distance&alternatives=false",39.1,7.3,95,,yes,yes,45.1453184,5.7066865,Hôpital de Jour Adultes Cassiopée,OSM hospital within 3.0 km of centroid (nearest 2.45 km),2.45
Villard-Bonnot,FR,45.2346,5.88323,7400,234.0,767.7,opentopo,0.9,geonames,0.0,90,,CMF,LFLB,45.6381,5.88023,Chambéry Aix les Bains airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,53.936,14.575,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.883230,45.234600;5.880230,45.638100?overview=false&annotations=duration,distance&alternatives=false",49.8,15.0,80,,no,yes,45.206078,5.7486787,Clinique du Grésivaudan,No OSM hospital within 3.0 km of centroid; nearest 11.01 km,11.01
Nyons,FR,44.36082,5.14052,7330,277.0,908.8,open_elevation,0.85,geonames,0.0,90,,AVN,LFMV,43.907299,4.90183,Avignon Caumont airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,82.003,0.47,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.140520,44.360820;4.901830,43.907299?overview=false&annotations=duration,distance&alternatives=false",68.3,1.0,95,,yes,yes,44.3595647,5.1370531,Hôpital de Nyons,OSM hospital within 3.0 km of centroid (nearest 0.31 km),0.31
Zeltweg,AT,47.1912045,14.7549244,7327,659.0,2162.1,,,osm,0.0,90,,GRZ,LOWG,46.9911,15.4396,Graz Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,89.352,1.442,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/14.754924,47.191204;15.439600,46.991100?overview=false&annotations=duration,distance&alternatives=false",63.4,2.6,95,,yes,yes,47.1909487,14.7381077,Landeskrankenhaus Judenburg-Knittelfeld,OSM hospital within 3.0 km of centroid (nearest 1.27 km),1.27
Chiavenna,IT,46.32063,9.39816,7239,324.0,1063.0,open_elevation,0.85,geonames,0.0,90,,LUG,LSZA,46.004299,8.91058,Lugano Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,83.72,0.306,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.398160,46.320630;8.910580,46.004299?overview=false&annotations=duration,distance&alternatives=false",118.2,0.6,95,,yes,yes,46.3217151,9.3992887,Pronto soccorso ospedale di Chiavenna,OSM hospital within 3.0 km of centroid (nearest 0.15 km),0.15
Colico,IT,46.13205,9.37714,7204,263.0,862.9,open_elevation,0.85,geonames,0.0,90,,BGY,LIME,45.670725,9.709223,Milan Bergamo Airport / Antonio Locatelli Air Base,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,81.477,18.072,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.377140,46.132050;9.709223,45.670725?overview=false&annotations=duration,distance&alternatives=false",87.3,27.4,80,,no,yes,46.142383,9.2996831,Ospedale Moriggia Pelascini,No OSM hospital within 3.0 km of centroid; nearest 6.08 km,6.08
Bad Feilnbach,AT,47.77331,12.00973,7203,517.0,1696.2,opentopo,0.9,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,88.258,3.016,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.009730,47.773310;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",58.0,5.4,95,,yes,yes,47.7884622,12.0077274,Medical Park Reithofpark,OSM hospital within 3.0 km of centroid (nearest 1.69 km),1.69
